Id,Label,links,total_link_strength,documents,citations,degree.centr,closnesscentrality,norm.betweeness.centr,component.number,clustering,triangles,eigen.centr
694,"feng, rongna",6,6,1,20,6,0.6875,0,149,1,15,0.000095
695,"fernanda saenz-escobar, m.",3,3,1,5,3,1,0,150,1,3,0.000015
696,"fernandez-lopez, javier",3,3,1,0,3,1,0,2,1,3,0.000015
697,"ferraz, goncalo",16,16,4,59,16,0.211962,0.0162,0,0.3,36,0.003317
698,"ferreguetti, atilla",9,16,5,34,9,1,0.000005,64,0.388889,14,0.000065
699,"ferreira da silva, vera maria",3,3,1,0,3,1,0,131,1,3,0.000015
700,"ferreira, guilherme b.",10,13,2,26,10,0.173667,0.000389,0,0.733333,33,0.000545
701,"ferreira, marco a. r.",7,7,1,103,7,0.182029,0,0,1,21,0.000406
702,"ferreras, pablo",7,8,2,38,7,0.132571,0.00406,0,0.571429,12,0.000099
703,"fesenmyer, kurt a.",11,11,1,13,11,0.761905,0,67,1,55,0.000348
704,"ficetola, gentile francesco",33,47,6,70,33,1,0.00006,19,0.363636,192,0.002622
705,"fidino, mason",38,52,3,79,38,0.162978,0.00014,0,0.716927,504,0.067282
706,"field, sa",5,5,1,545,5,0.727273,0,75,1,10,0.000043
707,"figel, joe j.",5,5,1,10,5,1,0,85,1,10,0.000039
708,"figueira, luiza",3,3,1,22,3,0.176794,0,0,1,3,0.00015
709,"figura, peter j.",2,2,1,6,2,0.151587,0,0,1,1,0.000701
710,"filipponi, federico",7,7,1,7,7,1,0,71,1,21,0.000085
711,"finegan, bryan",5,5,1,4,5,0.155778,0,0,1,10,0.001503
712,"finerty, genevieve e.",41,41,1,3,41,0.182617,0,0,1,820,0.948232
713,"firth, ronald s. c.",11,16,2,50,11,0.565217,0.000002,20,0.836364,46,0.000297
714,"fischer, richard a.",2,2,1,31,2,1,0,151,1,1,0.000008
715,"fisher, alina c.",2,2,1,10,2,0.157146,0,0,1,1,0.000018
716,"fisher, jason t.",8,8,4,61,8,0.186396,0.002466,0,0.178571,5,0.000109
717,"fisher, robert n.",9,11,2,69,9,0.219191,0.000414,0,0.722222,26,0.003798
718,"fisher, scott",8,10,2,26,8,0.19309,0,0,0.821429,23,0.003477
719,"fitkin, scott",7,7,1,8,7,0.193064,0,0,1,21,0.003389
720,"fleishman, erica",11,14,4,14,11,0.164936,0.003543,0,0.418182,23,0.000345
721,"fleming, kathleen d.",3,3,1,2,3,0.139544,0,0,1,3,0.000034
722,"fleming, tracy l.",2,2,1,27,2,0.146271,0,0,1,1,0.000026
723,"fleschutz, mira m.",5,5,1,18,5,0.140459,0,0,1,10,0.000066
724,"flesher, kevin m.",4,4,1,7,4,1,0,130,1,6,0.000025
725,"fletcher, r. j., jr.",19,20,5,322,19,0.168133,0.013534,0,0.192982,33,0.000274
726,"flockhart, d. t. tyler",6,6,1,0,6,0.173988,0,0,1,15,0.002998
727,"flyman, michael, v",41,41,1,3,41,0.182617,0,0,1,820,0.948232
728,"fogarty, frank a.",4,5,2,4,4,0.155112,0,0,1,6,0.000253
729,"fogell, deborah j.",3,3,1,5,3,0.148001,0,0,1,3,0.000055
730,"foletto, fernando",13,13,1,1,13,0.172818,0,0,1,78,0.009342
731,"fonseca, carlos",11,11,2,12,11,1,0.000008,25,0.490909,27,0.000118
732,"fontaine, joseph j.",7,8,2,11,7,1,0.000001,66,0.571429,12,0.00005
733,"ford, w. mark",5,5,1,6,5,0.647059,0,93,1,10,0.00005
734,"fordham, damien a.",10,10,1,2,10,1,0,92,1,45,0.000239
735,"forero-medina, german",5,5,1,10,5,1,0,85,1,10,0.000039
736,"formia, angela",17,17,1,0,17,1,0,38,1,136,0.001946
737,"forrester, tavis",12,23,4,174,12,0.182146,0.000125,0,0.606061,40,0.000524
738,"forsyth, david m.",12,14,3,21,12,1,0.000005,152,0.484848,32,0.000147
739,"foss, carol",4,4,1,1,4,0.155796,0,0,1,6,0.000542
740,"fossoy, frode",9,9,1,1,9,1,0,33,1,36,0.000172
741,"foster, lee j.",7,7,1,11,7,0.145668,0,0,1,21,0.000104
742,"foster, nicholas j.",4,4,1,0,4,1,0,153,1,6,0.000025
743,"foster, rebecca j.",18,18,1,32,18,0.176927,0,0,1,153,0.013161
744,"foster, s.",6,6,1,29,6,1,0,88,1,15,0.000058
745,"fournier, valerie",5,6,2,18,5,0.619048,0.000001,57,0.6,6,0.00004
746,"fowler, anthony j.",10,10,1,2,10,1,0,92,1,45,0.000239
747,"fowler, nicholas l.",8,8,1,4,8,0.1784,0,0,1,28,0.000371
748,"fox, r.",6,6,1,29,6,1,0,88,1,15,0.000058
749,"frair, j. l.",22,25,3,50,22,0.184355,0.001708,0,0.705628,163,0.013384
750,"francisco, diaz-ruiz",4,4,1,38,4,0.132323,0,0,1,6,0.000055
751,"franklin, ab",4,4,1,1197,4,0.205703,0,0,1,6,0.000484
752,"franklin, elizabeth",2,2,1,4,2,1,0,120,1,1,0.000008
753,"franklin, michael j. m.",3,6,2,7,3,0.551724,0,55,1,3,0.000067
754,"fraser, james d.",5,5,1,4,5,0.14618,0,0,1,10,0.000229
755,"freeman, mary c.",5,5,1,3,5,0.592593,0,67,1,10,0.000078
756,"frey, sarah j. k.",2,2,1,40,2,0.1527,0,0,1,1,0.000019
757,"frimpong, emmanuel a.",1,1,1,27,1,1,0,154,0,0,0.000003
758,"frink, teresa j.",4,4,1,2,4,0.7,0,66,1,6,0.000033
759,"frisch, john r.",9,9,1,15,9,0.139475,0,0,1,36,0.001054
760,"fritts, mark w.",4,4,1,9,4,1,0,109,1,6,0.000025
761,"froehly, jennifer l.",3,3,1,6,3,0.714286,0,155,1,3,0.000017
762,"fujisaki, ikuko",8,8,1,7,8,0.133623,0,0,1,28,0.00024
763,"fuller, richard a.",6,6,1,5,6,1,0,136,1,15,0.000058
764,"funes, martin c.",3,3,1,6,3,1,0,156,1,3,0.000015
765,"funston, p. j.",5,5,1,8,5,0.164113,0,0,1,10,0.001529
766,"furnas, b. j.",19,21,10,178,19,0.178355,0.022045,0,0.134503,23,0.026483
767,"furtado, mariana malzoni",5,5,1,64,5,0.148576,0,0,1,10,0.000266
768,"fyumagwa, robert",6,10,2,21,6,0.193646,0.000002,0,0.933333,14,0.000291
769,"gade, meaghan r.",3,3,1,0,3,0.124868,0,0,1,3,0.000083
770,"gaffi, l.",12,19,2,2,12,1,0,34,0.939394,62,0.000396
771,"gagliardi, a.",12,19,2,2,12,1,0,34,0.939394,62,0.000396
772,"gaigher, r.",3,3,1,7,3,1,0,157,1,3,0.000015
773,"gal, blanka",4,4,1,4,4,0.833333,0,49,1,6,0.000027
774,"galetti, mauro",3,3,1,10,3,1,0,7,1,3,0.000015
775,"gallo, susan",5,5,1,4,5,0.4375,0,74,1,10,0.000047
776,"gallo, travis",46,57,4,76,46,0.192067,0.027824,0,0.502415,520,0.068021
777,"galvan, stephanie k.",6,6,1,13,6,0.122541,0,0,1,15,0.000112
778,"galvez, nicolas",13,13,2,57,13,0.163317,0.002053,0,0.487179,38,0.000295
779,"gamez, siria",1,1,1,5,1,0.6,0,158,0,0,0.000005
780,"gann, shanon l.",8,14,2,11,8,0.833333,0,87,1,28,0.00013
781,"gantchoff, m. g.",1,1,1,11,1,0.169199,0,0,0,0,0.00011
782,"garces-vargas, jose",8,8,1,13,8,1,0,11,1,28,0.000122
783,"garcia loaeza, delfino",14,14,1,1,14,1,0,101,1,91,0.000821
784,"garcia loaeza, sarai",14,14,1,1,14,1,0,101,1,91,0.000821
785,"garcia, emilio j.",7,7,1,10,7,0.105138,0,0,1,21,0.000118
786,"garcia, karla",3,3,1,1,3,1,0,159,1,3,0.000015
787,"garcia-diaz, pablo",4,4,1,1,4,1,0,103,1,6,0.000025
788,"garcia-dominguez, francisco",7,7,1,10,7,0.105138,0,0,1,21,0.000118
789,"gardner, beth",26,30,7,440,26,0.204749,0.005614,0,0.190769,62,0.00074
790,"gardner, penny",8,8,1,1,8,0.833333,0,1,1,28,0.000143
791,"garduno lopez, nancy isabel",14,14,1,1,14,1,0,101,1,91,0.000821
792,"garrie, jorista",1,1,1,3,1,1,0,70,0,0,0.000003
793,"garrison, elina p.",3,3,1,0,3,1,0,115,1,3,0.000015
794,"garrott, robert a.",4,4,1,5,4,0.148311,0,0,1,6,0.000035
795,"garthwaite, david g.",6,6,1,265,6,0.135298,0,0,1,15,0.000329
796,"gastineau, adrienne",5,5,1,13,5,0.121342,0,0,1,10,0.000089
797,"gatorano, g.",6,6,1,24,6,0.177215,0,0,1,15,0.000333
798,"gatti, sylvain",4,4,1,20,4,0.121332,0,0,1,6,0.000073
799,"gaulke, sarah m.",16,16,1,19,16,0.173178,0,0,1,120,0.001628
800,"gautier, roland",3,3,1,129,3,0.203746,0,0,1,3,0.000303
801,"gavier-pizarro, gregorio, i",9,9,1,16,9,0.157918,0,0,1,36,0.000538
802,"gavrilidis, athanasios a.",8,8,1,7,8,0.132286,0,0,1,28,0.000337
803,"gaynor, k. m.",3,3,1,9,3,0.175914,0,0,1,3,0.025927
804,"ge, jianping",11,13,2,27,11,1,0.000002,149,0.636364,35,0.00016
805,"gehring, thomas m.",3,3,1,4,3,1,0,72,1,3,0.000015
806,"geldard, robyn p.",4,4,1,0,4,1,0,160,1,6,0.000025
807,"gentili, rodolfo",3,3,1,1,3,1,0,4,1,3,0.000015
808,"george, t. luke",2,2,1,16,2,0.172671,0,0,1,1,0.000046
809,"gervais, amelie",3,3,1,5,3,0.565217,0,57,1,3,0.000029
810,"gess, sean w.",6,6,1,3,6,0.6875,0,93,1,15,0.000068
811,"geyle, hayley m.",11,16,2,50,11,0.565217,0.000002,20,0.836364,46,0.000297
812,"gholikhani, navid",23,23,1,68,23,0.204749,0,0,1,253,0.070826
813,"ghoshal, abhishek",6,6,1,3,6,0.140222,0,0,1,15,0.000078
814,"gibertini, chiara",10,15,2,2,10,0.589286,0,19,0.911111,41,0.001014
815,"gibson, dan",3,3,1,0,3,0.177016,0,0,1,3,0.00012
816,"gibson, lesley a.",0,0,1,12,0,0,0,161,0,0,0
817,"gibson-reinemer, daniel k.",4,4,1,9,4,1,0,109,1,6,0.000025
818,"gielen, marie charlotte",43,45,2,3,43,0.182664,0.000274,0,0.913621,825,0.951617
819,"gigliotti, laura",5,5,1,0,5,0.133762,0,0,1,10,0.000104
820,"gilabert, horacio",8,8,1,39,8,0.163223,0,0,1,28,0.000253
821,"gilbert, andrew t.",10,13,2,404,10,0.215155,0.000315,0,0.777778,35,0.000803
822,"gilbert, sophie l.",3,3,1,0,3,1,0,123,1,3,0.000015
823,"gill, robert e., jr.",4,4,1,4,4,0.169626,0,0,1,6,0.00006
824,"gillanders, bronwyn m.",10,10,1,2,10,1,0,92,1,45,0.000239
825,"gillespie, graeme r.",8,8,1,43,8,0.448276,0,20,1,28,0.000232
826,"gilliland, scott g.",2,2,1,2,2,1,0,162,1,1,0.000008
827,"gilroy, james j.",10,12,2,50,10,0.8125,0.000001,79,0.733333,33,0.000159
828,"gimenez, olivier",18,20,4,71,18,0.138032,0.005925,0,0.281046,43,0.000296
829,"gimona, alessandro",8,8,1,39,8,0.163223,0,0,1,28,0.000253
830,"giordano, anthony",7,8,2,133,7,0.166529,0,0,1,21,0.000277
831,"giovanini, jack",9,15,3,43,9,0.146377,0.000001,0,0.722222,26,0.000123
832,"girard, alexandre",17,17,1,0,17,1,0,38,1,136,0.001946
833,"girondot, marc",17,17,1,0,17,1,0,38,1,136,0.001946
834,"glisson, wesley j.",4,4,1,15,4,1,0,86,1,6,0.000025
835,"glorioso, brad m.",2,2,1,11,2,0.14335,0,0,1,1,0.000057
836,"glowacki, gary a.",4,4,1,2,4,0.120207,0,0,1,6,0.000032
837,"goad, erica h.",3,3,1,32,3,0.152683,0,0,1,3,0.000109
838,"gobbi, m.",5,5,1,10,5,0.160846,0,0,1,10,0.000065
839,"gockel, s.",8,8,1,5,8,1,0,77,1,28,0.000122
840,"godley, brendan j.",17,17,1,0,17,1,0,38,1,136,0.001946
841,"godoy, wesley a. c.",4,4,1,3,4,1,0,133,1,6,0.000025
842,"goertler, pascale a. l.",5,5,1,4,5,1,0,163,1,10,0.000039
843,"goffart, philippe",17,17,1,48,17,0.156937,0,0,1,136,0.002638
844,"goijman, andrea p.",13,13,2,16,13,0.164668,0.00311,0,0.538462,42,0.000616
845,"golabek, krystyna",41,41,1,3,41,0.182617,0,0,1,820,0.948232
846,"goldberg, caren s.",15,15,2,11,15,0.15678,0.000412,0,0.866667,91,0.001087
847,"golding, jessie d.",2,2,1,8,2,0.132459,0,0,1,1,0.000026
848,"goldingay, ross l.",0,0,1,0,0,0,0,164,0,0,0
849,"goldstein, benjamin r.",3,3,2,6,3,0.151782,0.004904,0,0.333333,1,0.000708
850,"gomez, camila",7,7,1,2,7,0.187062,0,0,1,21,0.000181
851,"gomez, juan p.",3,3,1,22,3,0.666667,0,48,1,3,0.000018
852,"gomez, maria daniela",9,10,2,2,9,0.153379,0.000584,0,0.555556,20,0.000478
853,"gomez-rodriguez, carola",3,3,1,7,3,1,0,99,1,3,0.000015
854,"gomez-valencia, bibiana",7,12,2,29,7,0.153947,0,0,0.952381,20,0.00042
855,"gompper, matthew e.",5,5,1,12,5,0.586207,0,51,1,10,0.000062
856,"gonzalez-jauregui, mauricio",2,2,1,2,2,1,0,45,1,1,0.000008
857,"goodale, eben",4,4,1,5,4,0.128184,0,0,1,6,0.000053
858,"goodman, steven m.",5,5,1,12,5,0.170959,0,0,1,10,0.005161
859,"goossens, benoit",8,8,1,1,8,0.833333,0,1,1,28,0.000143
860,"gopalaswamy, a. m.",11,11,2,39,11,0.183756,0.010149,0,0.563636,31,0.028494
861,"gorman, taylor r.",4,4,1,8,4,0.172713,0,0,1,6,0.000063
862,"gormley, andrew m.",10,10,1,26,10,0.625,0,58,1,45,0.000274
863,"gosalbez, joaquim",3,3,1,1,3,1,0,159,1,3,0.000015
864,"gotame, bharat",12,12,1,0,12,0.17129,0,0,1,66,0.003686
865,"gottlieb, isabel g. w.",5,5,1,4,5,0.144065,0,0,1,10,0.000078
866,"gould, philip r.",3,3,1,0,3,0.124868,0,0,1,3,0.000083
867,"govindan, byju n.",2,3,2,21,2,0.182782,0,0,1,1,0.000114
868,"grabow, marius",10,10,1,0,10,0.144788,0,0,1,45,0.0005
869,"graf, roland f.",5,5,1,27,5,0.17706,0,0,1,10,0.000155
870,"gragson, ted l.",9,9,1,15,9,0.139475,0,0,1,36,0.001054
871,"grainger, matthew",5,5,1,9,5,0.777778,0,56,1,10,0.000041
872,"gramza, ashley r.",26,26,1,23,26,0.162063,0,0,1,325,0.052013
873,"grant, evan h. campbell",25,27,6,492,25,0.240804,0.033293,0,0.226667,68,0.001531
874,"graves, tabitha a.",21,21,2,29,21,0.206092,0.020249,0,0.619048,130,0.001906
875,"gray, thomas n. e.",7,7,1,1,7,0.440678,0,20,1,21,0.00015
876,"green, adam w.",8,9,3,53,8,0.206122,0.017514,0,0.357143,10,0.000333
877,"green, austin m.",37,39,4,24,37,0.166451,0.002657,0,0.537538,358,0.05319
878,"green, david s.",4,4,1,19,4,0.186815,0,0,1,6,0.00017
879,"green, linda e.",2,2,1,39,2,0.194124,0,0,1,1,0.00011
880,"green, stephanie j.",6,6,1,0,6,1,0,97,1,15,0.000058
881,"greenberg, russell",4,4,1,26,4,0.75,0,106,1,6,0.000029
882,"gregory, richard d.",5,5,1,30,5,0.150811,0,0,1,10,0.00034
883,"grey, merilyn j.",13,13,1,29,13,0.842105,0,55,1,78,0.000623
884,"griffiths, nathan p.",8,8,1,27,8,1,0,68,1,28,0.000122
885,"griffiths, richard a.",3,3,1,5,3,0.148001,0,0,1,3,0.000055
886,"grilo, clara",3,3,1,51,3,0.11804,0,0,1,3,0.000026
887,"groenendijk, dick",4,4,1,56,4,0.178852,0,0,1,6,0.000439
888,"grouard, s.",4,4,1,4,4,1,0,165,1,6,0.000025
889,"gu, bojian",7,7,1,0,7,0.144729,0,0,1,21,0.000101
890,"gu, hao",4,4,1,5,4,0.128184,0,0,1,6,0.000053
891,"guenther, andre",18,18,1,16,18,0.144271,0,0,1,153,0.003289
892,"guharajan, roshan",23,32,3,9,23,0.149915,0.000066,0,0.616601,156,0.002873
893,"guillemain, matthieu",8,8,1,0,8,1,0,36,1,28,0.000122
894,"guillera-arroita, gurutzeta",8,8,1,7,8,0.530612,0,20,1,28,0.000227
895,"guimaraes rodrigues, flavio henrique",2,2,1,7,2,0.5625,0,64,1,1,0.000016
896,"guimaraes, murilo",3,3,1,0,3,1,0,129,1,3,0.000015
897,"guisan, antoine",3,3,1,7,3,1,0,99,1,3,0.000015
898,"gurney, kirsty e. b.",4,4,1,0,4,0.545455,0,3,1,6,0.000064
899,"gustafson, kyle d.",1,1,1,4,1,1,0,166,0,0,0.000003
900,"gutierrez, r. j.",8,8,3,205,8,0.207028,0.008932,0,0.321429,9,0.000513
901,"guzy, jacquelyn",6,8,2,13,6,0.576923,0.000002,41,0.8,12,0.000057
902,"hackett, caitlin",9,12,2,13,9,0.148529,0.001276,0,0.861111,31,0.000289
903,"hadley, adam s.",2,2,1,40,2,0.1527,0,0,1,1,0.000019
904,"hagen, christian",4,4,2,22,4,0.456522,0.000016,74,0.5,3,0.000029
905,"hagen, robert",10,10,1,0,10,0.144788,0,0,1,45,0.0005
906,"hahn, beth a.",4,4,1,8,4,0.136224,0,0,1,6,0.000054
907,"halbur, michelle",2,2,1,0,2,1,0,167,1,1,0.000008
908,"hall, david",14,14,1,1,14,0.156763,0,0,1,91,0.001081
909,"hall, karina c.",10,10,1,2,10,1,0,92,1,45,0.000239
910,"hall, laurie a.",8,8,1,0,8,0.104679,0,0,1,28,0.000128
911,"halloran, kelly",6,8,2,13,6,0.576923,0.000002,41,0.8,12,0.000057
912,"halstead, brian j.",11,11,2,15,11,0.139503,0.000823,0,0.672727,37,0.001064
913,"hameed, s.",4,4,1,65,4,0.153263,0,0,1,6,0.000232
914,"hamel, sandra",23,23,1,68,23,0.204749,0,0,1,253,0.070826
915,"hamer, andrew j.",5,6,4,10,5,1,0,49,0.7,7,0.000031
916,"hammerich, steven",2,2,1,0,2,1,0,167,1,1,0.000008
917,"hand, christine e.",8,8,1,0,8,0.107807,0,0,1,28,0.000129
918,"handel, colleen m.",5,6,2,73,5,0.202376,0.000583,0,0.7,7,0.000233
919,"handley, lori lawson",8,8,1,27,8,1,0,68,1,28,0.000122
920,"hanfling, bernd",8,8,1,27,8,1,0,68,1,28,0.000122
921,"hanni, david j.",4,4,1,57,4,0.150746,0,0,1,6,0.000058
922,"hanniffy, ruth",5,5,1,1,5,1,0,107,1,10,0.000039
923,"hannon, daniel r.",3,3,1,2,3,1,0,134,1,3,0.000015
924,"hardy, ryan s.",2,2,1,10,2,1,0,168,1,1,0.000008
925,"harihar, a.",4,4,1,7,4,1,0,6,1,6,0.000025
926,"harmsen, bart",40,41,2,100,40,0.20788,0.003777,0,0.524359,409,0.079534
927,"harper, craig a.",5,5,1,21,5,0.857143,0,26,1,10,0.00004
928,"harper, kirsten j.",8,8,1,27,8,1,0,68,1,28,0.000122
929,"harper, lynsey r.",8,8,1,27,8,1,0,68,1,28,0.000122
930,"harris, nyeema c.",3,3,2,6,3,1,0.000001,158,0.333333,1,0.000011
931,"harris, scott h.",1,1,1,6,1,0.152683,0,0,0,0,0.000014
932,"harrison, philip j.",6,6,1,1,6,1,0,169,1,15,0.000058
933,"hart, kristen m.",20,23,3,37,20,0.140991,0.004888,0,0.389474,74,0.000499
934,"hartley, alfonso zuniga",3,3,1,113,3,0.154519,0,0,1,3,0.024304
935,"hartley, laurel m.",22,22,1,44,22,0.162323,0,0,1,231,0.041391
936,"hartley, robyn",41,41,1,3,41,0.182617,0,0,1,820,0.948232
937,"hartz, sandra maria",4,4,1,9,4,1,0,142,1,6,0.000025
938,"harveson, louis a.",4,4,1,0,4,1,0,170,1,6,0.000025
939,"harveson, patricia moody",4,4,1,0,4,1,0,170,1,6,0.000025
940,"hatfield, richard g.",16,16,1,19,16,0.173178,0,0,1,120,0.001628
941,"hathaway, stacie a.",7,7,1,4,7,0.193064,0,0,1,21,0.003432
942,"haugaasen, torbjorn",13,15,3,51,13,1,0.00001,79,0.461538,36,0.000176
943,"haukos, david",3,3,1,17,3,0.328125,0,74,1,3,0.000017
944,"haulton, g. scott",2,2,1,8,2,1,0,171,1,1,0.000008
945,"havmoller, rasmus worsoe",3,3,1,19,3,0.165962,0,0,1,3,0.000228
946,"haxton, t. j.",1,1,1,12,1,1,0,172,0,0,0.000003
947,"haynes, trevor b.",6,6,1,26,6,0.421053,0,3,1,15,0.000074
948,"heath, julie a.",2,2,1,31,2,1,0,151,1,1,0.000008
949,"hebblewhite, mark",10,10,2,109,10,0.185248,0.00653,0,0.533333,24,0.00428
950,"hedwall, shaula",14,14,1,1,14,0.156763,0,0,1,91,0.001081
951,"hefner, jeromi m.",6,6,1,11,6,0.16569,0,0,1,15,0.00061
952,"hegre, hanne",9,9,1,1,9,1,0,33,1,36,0.000172
953,"heim, nicole",3,3,1,9,3,0.157163,0,0,1,3,0.000024
954,"heindl, barbara a. p.",6,6,1,4,6,1,0,91,1,15,0.000058
955,"heinsohn, robert",5,5,1,1,5,1,0,15,1,10,0.000039
956,"heise, ryan j.",5,5,1,6,5,0.146165,0,0,1,10,0.000051
957,"hellgren, eric c.",4,9,3,140,4,0.136513,0.000137,0,0.833333,5,0.000037
958,"hemp, a.",8,8,1,5,8,1,0,77,1,28,0.000122
959,"henden, john-andre",3,3,1,14,3,0.170156,0,0,1,3,0.002128
960,"henle, klaus",5,5,1,18,5,0.140459,0,0,1,10,0.000066
961,"henley, steve",41,41,1,3,41,0.182617,0,0,1,820,0.948232
962,"hennenlan, carlene",2,2,1,14,2,1,0,21,1,1,0.000008
963,"henry, dominic a. w.",1,1,1,1,1,1,0,124,0,0,0.000003
964,"henschel, p.",9,9,2,11,9,0.177326,0.005132,0,0.444444,16,0.001667
965,"hepinstall-cymerman, jeffrey",9,9,1,15,9,0.139475,0,0,1,36,0.001054
966,"hepp, gary r.",1,1,1,10,1,1,0,12,0,0,0.000003
967,"hepper, david",17,17,1,48,17,0.156937,0,0,1,136,0.002638
968,"hernandez, felipe",8,8,1,39,8,0.163223,0,0,1,28,0.000253
969,"hernandez-potosme, sandra",18,18,1,32,18,0.176927,0,0,1,153,0.013161
970,"heron, jennifer m.",16,16,1,19,16,0.173178,0,0,1,120,0.001628
971,"herrel, a.",4,4,1,4,4,1,0,165,1,6,0.000025
972,"herrera, daniel j.",6,6,1,0,6,0.173988,0,0,1,15,0.002998
973,"herrera, luis",18,18,1,32,18,0.176927,0,0,1,153,0.013161
974,"herrick, bradley m.",8,8,1,1,8,0.140292,0,0,1,28,0.001985
975,"herrmann, valentine",5,5,1,2,5,0.187757,0,0,1,10,0.000275
976,"hester, alison",8,8,1,39,8,0.163223,0,0,1,28,0.000253
977,"hester, michelle",4,4,1,1,4,1,0,103,1,6,0.000025
978,"hetherington, david a.",7,7,1,12,7,0.177549,0,0,1,21,0.000269
979,"heurich, marco",3,3,1,10,3,1,0,173,1,3,0.000015
980,"hewitt, matthew o.",4,4,1,0,4,1,0,170,1,6,0.000025
981,"hicke, jeffrey a.",3,3,1,10,3,0.150027,0,0,1,3,0.000133
982,"hidalgo-hermoso, ezequiel",7,7,1,2,7,1,0,9,1,21,0.000085
983,"hieb, elizabeth e.",4,4,1,0,4,1,0,105,1,6,0.000025
984,"higa, motoki",5,5,1,25,5,0.168233,0,0,1,10,0.000092
985,"hileman, eric t.",12,12,2,29,12,0.118485,0.002462,0,0.454545,30,0.000153
986,"hill, catherine m.",3,3,1,0,3,1,0,65,1,3,0.000015
987,"hill, evan b.",3,3,1,0,3,0.114866,0,0,1,3,0.000028
988,"hill, jason m.",2,2,2,16,2,1,0,137,0,0,0.000006
989,"hill, russell a.",8,8,1,6,8,0.146105,0,0,1,28,0.000203
990,"hinde, john",4,4,1,3,4,1,0,133,1,6,0.000025
991,"hines, james e.",37,43,9,1772,37,0.240354,0.042979,0,0.15015,100,0.00473
992,"hoa anh, nguyen q.",5,5,1,1,5,1,0,174,1,10,0.000039
993,"hochachka, wesley m.",10,10,2,90,10,0.128686,0.002053,0,0.444444,20,0.000092
994,"hocking, daniel j.",3,3,1,3,3,0.124868,0,0,1,3,0.000084
995,"hockings, kimberley j.",3,3,1,0,3,1,0,65,1,3,0.000015
996,"hoctor, thomas",10,13,2,2,10,1,0.000001,1,0.777778,35,0.000163
997,"hodgman, thomas p.",5,5,1,4,5,0.4375,0,74,1,10,0.000047
998,"hodum, peter",4,4,1,1,4,1,0,103,1,6,0.000025
999,"hofer, heribert",5,5,1,64,5,0.148576,0,0,1,10,0.000266
1000,"hofmeester, tim r.",7,7,2,18,7,1,0.000002,24,0.714286,15,0.000062
1001,"holekamp, kay e.",4,4,1,19,4,0.186815,0,0,1,6,0.00017
1002,"holland, angela m.",3,6,2,9,3,0.120197,0,0,1,3,0.000027
1003,"hollerbach, laura",3,3,1,10,3,1,0,173,1,3,0.000015
1004,"holley, k. sheena",5,5,1,4,5,1,0,163,1,10,0.000039
1005,"holloran, a. g.",8,8,1,3,8,0.114978,0,0,1,28,0.000134
1006,"holloran, m. j.",8,8,1,3,8,0.114978,0,0,1,28,0.000134
1007,"holloway-adkins, karen g.",8,14,2,11,8,0.833333,0,87,1,28,0.00013
1008,"holmes, christopher",6,6,1,15,6,0.170979,0,0,1,15,0.005323
1009,"holmes, vaughn",3,3,1,0,3,1,0,16,1,3,0.000015
1010,"homyack, jessica",8,12,4,39,8,0.681818,0.000017,41,0.321429,9,0.000062
1011,"hon, jason",14,14,1,0,14,0.149756,0,0,1,91,0.002076
1012,"honeycutt, r. ken",8,8,1,20,8,0.169952,0,0,1,28,0.000479
1013,"hong, yongmi",4,4,1,0,4,0.128184,0,0,1,6,0.000054
1014,"hooten, mevin b.",9,9,3,61,9,0.210511,0.021475,0,0.25,9,0.00272
1015,"hossack, blake r.",24,30,5,101,24,0.18554,0.002598,0,0.471014,130,0.001438
1016,"hostetter, nathan j.",8,8,1,10,8,0.170115,0,0,1,28,0.000204
1017,"houghton, lawrence m.",5,5,1,4,5,0.14618,0,0,1,10,0.000229
1018,"howe, fp",2,2,1,106,2,1,0,175,1,1,0.000008
1019,"howe, kristy b.",7,7,1,11,7,0.145668,0,0,1,21,0.000104
1020,"howell, christine a.",5,5,1,19,5,0.129689,0,0,1,10,0.000093
1021,"howell, paige e.",14,14,1,1,14,0.156763,0,0,1,91,0.001081
1022,"hoy, sarah r.",4,4,1,13,4,0.168614,0,0,1,6,0.000085
1023,"hua, chaolang",15,15,1,1,15,0.132372,0,0,1,105,0.001268
1024,"hua, yan",5,5,1,5,5,1,0,176,1,10,0.000039
1025,"huang, g.",5,5,1,6,5,1,0,119,1,10,0.000039
1026,"hubbard, tru",8,8,1,1,8,0.149251,0,0,1,28,0.002601
1027,"hubbell, stephen p.",1,1,1,18,1,1,0,177,0,0,0.000003
1028,"hucke-gaete, rodrigo",8,8,1,13,8,1,0,11,1,28,0.000122
1029,"hudgens, b. r.",4,4,1,0,4,1,0,62,1,6,0.000025
1030,"hudson, michael a.",6,6,1,0,6,0.148047,0,0,1,15,0.000101
1031,"hughes, brian",5,5,1,1,5,1,0,107,1,10,0.000039
1032,"hulse, dave",10,13,2,2,10,1,0.000001,1,0.777778,35,0.000163
1033,"hunt, jason w.",2,2,1,23,2,0.666667,0,178,1,1,0.000009
1034,"hunte, wayne",2,2,1,10,2,1,0,179,1,1,0.000008
1035,"hunter, l. t. b.",9,12,3,61,9,0.170876,0.000157,0,0.5,18,0.002251
1036,"hunter, malcolm l.",4,4,1,0,4,0.512195,0,74,1,6,0.000046
