"Element","h_index","g_index","m_index","TC","NP","PY_start"
"GOERTLER PAL","1","1","0.200","4","1","2020"
"GOFFART P","1","1","0.167","57","1","2019"
"GOLABEK K","1","1","0.333","7","1","2022"
"GOLDING JD","1","1","0.125","8","1","2017"
"GOMEZ JP","1","1","0.143","24","1","2018"
"GOMPPER ME","1","1","0.167","20","1","2019"
"GONZÁLES RDR","1","1","0.333","1","1","2022"
"GONZÁLEZ LM","1","1","0.111","14","1","2016"
"GONZÁLEZ TM","1","1","0.250","8","1","2021"
"GONZÁLEZ-JAURÉGUI M","1","1","0.333","4","1","2022"
"GONZÁLEZ-TRUJILLO JD","1","1","0.250","8","1","2021"
"GONÇALVES AL","1","1","0.333","1","1","2022"
"GOODALE E","1","1","0.167","7","1","2019"
"GOODMAN SM","1","1","0.125","14","1","2017"
"GOOSSENS B","1","1","0.333","4","1","2022"
"GORMAN TR","1","1","0.125","8","1","2017"
"GORMLEY AM","1","1","0.091","27","1","2014"
"GOSÁLBEZ J","1","1","0.200","1","1","2020"
"GOTAME B","1","1","0.333","1","1","2022"
"GOTTLIEB IGW","1","1","0.200","4","1","2020"
"GOULD PR","1","1","0.333","1","1","2022"
"GRABOW M","1","1","0.333","3","1","2022"
"GRAF RF","1","1","0.143","35","1","2018"
"GRAGSON TL","1","1","0.143","15","1","2018"
"GRAINGER M","1","1","0.200","14","1","2020"
"GRAMZA AR","1","1","0.250","23","1","2021"
"GRAY TNE","1","1","0.167","1","1","2019"
"GREEN DS","1","1","0.167","28","1","2019"
"GREEN LE","1","1","0.063","39","1","2009"
"GREEN SJ","1","1","0.333","1","1","2022"
"GREENBERG R","1","1","0.067","27","1","2010"
"GREGORY RD","1","1","0.143","37","1","2018"
"GREY MJ","1","1","0.100","32","1","2015"
"GRIFFITHS NP","1","1","0.167","32","1","2019"
"GRIFFITHS RA","1","1","0.250","7","1","2021"
"GRILO C","1","1","0.071","57","1","2011"
"GROENENDIJK D","1","1","0.067","56","1","2010"
"GROUARD S","1","1","0.250","7","1","2021"
"GU H","1","1","0.167","7","1","2019"
"GUILLEMAIN M","1","1","0.333","1","1","2022"
"GUILLERA-ARROITA G","1","1","0.167","9","1","2019"
"GUISAN A","1","1","0.067","7","1","2010"
"GUPTE PR","1","1","0.333","1","1","2022"
"GUSTAFSON KD","1","1","0.111","5","1","2016"
"GUZY J","1","1","0.167","11","1","2019"
"GUZY JC","1","1","0.125","3","1","2017"
"GÁL B","1","1","0.250","11","1","2021"
"GÁMEZ S","1","1","0.250","12","1","2021"
"GÓMEZ C","1","1","0.333","8","1","2022"
"GÓMEZ-RODRÍGUEZ C","1","1","0.067","7","1","2010"
"GÜNTHER A","1","1","0.250","29","1","2021"
"HACKETT C","1","1","0.167","13","1","2019"
"HACKETT CE","1","1","0.250","1","1","2021"
"HADLEY AS","1","1","0.111","47","1","2016"
"HAGEN C","1","1","0.111","19","1","2016"
"HAGEN CA","1","1","0.200","6","1","2020"
"HAGEN R","1","1","0.333","3","1","2022"
"HAHN BA","1","1","0.125","8","1","2017"
"HALBUR M","1","1","0.200","1","1","2020"
"HALL D","1","1","0.333","5","1","2022"
"HALL KC","1","1","0.100","3","1","2015"
"HALL LA","1","1","0.333","2","1","2022"
"HALLORAN K","1","1","0.167","11","1","2019"
"HALLORAN KM","1","1","0.125","3","1","2017"
"HALSTEAD BJ","1","2","0.143","16","2","2018"
"HAMEED S","1","1","0.091","70","1","2014"
"HAMEL S","1","1","0.125","85","1","2017"
"HAMMERICH S","1","1","0.200","1","1","2020"
"HANDLEY LL","1","1","0.167","32","1","2019"
"HANNI DJ","1","1","0.077","58","1","2012"
"HANNIFFY R","1","1","0.333","3","1","2022"
"HANNON DR","1","1","0.250","2","1","2021"
"HARDY RS","1","1","0.100","10","1","2015"
"HARIHAR A","1","1","0.250","10","1","2021"
"HARMSEN B","1","1","0.143","35","1","2018"
"HARMSEN BJ","1","1","0.125","85","1","2017"
"HARPER CA","1","1","0.111","22","1","2016"
"HARPER KJ","1","1","0.167","32","1","2019"
"HARPER LR","1","1","0.167","32","1","2019"
"HARRIS NC","1","2","0.250","13","2","2021"
"HARRIS SH","1","1","0.250","9","1","2021"
"HARRISON PJ","1","1","0.200","2","1","2020"
"HARTLEY AZ","1","1","0.100","121","1","2015"
"HARTLEY LM","1","1","0.250","44","1","2021"
"HARTLEY R","1","1","0.333","7","1","2022"
"HARTZ SM","1","1","0.143","9","1","2018"
"HATFIELD RG","1","1","0.200","24","1","2020"
"HATHAWAY SA","1","1","0.250","12","1","2021"
"HAUKOS D","1","1","0.111","19","1","2016"
"HAULTON GS","1","1","0.125","11","1","2017"
"HAVMOLLER RW","1","1","0.167","27","1","2019"
"HAXTON TJ","1","1","0.125","12","1","2017"
"HAYNES TB","1","1","0.111","28","1","2016"
"HEATH JA","1","1","0.083","33","1","2013"
"HEDWALL S","1","1","0.333","5","1","2022"
"HEFNER JM","1","1","0.091","12","1","2014"
"HEGEL CGZ","1","1","0.167","7","1","2019"
"HEGRE H","1","1","0.500","1","1","2023"
"HEIM N","1","1","0.111","9","1","2016"
"HEINDL BAP","1","1","0.125","4","1","2017"
"HEINSOHN R","1","1","0.167","1","1","2019"
"HEISE RJ","1","1","0.111","6","1","2016"
"HEMP A","1","1","0.077","5","1","2012"
"HENDEN JA","1","1","0.083","15","1","2013"
"HENLE K","1","1","0.111","20","1","2016"
"HENLEY S","1","1","0.333","7","1","2022"
"HENNENLAN C","1","1","0.056","15","1","2007"
"HENRY DAW","1","1","0.167","4","1","2019"
"HEPINSTALL-CYMERMAN J","1","1","0.143","15","1","2018"
"HEPP GR","1","1","0.091","10","1","2014"
"HEPPER D","1","1","0.167","57","1","2019"
"HERNÁNDEZ F","1","1","0.083","44","1","2013"
"HERNÁNDEZ-POTOSME S","1","1","0.143","35","1","2018"
"HERON JM","1","1","0.200","24","1","2020"
"HERREL A","1","1","0.250","7","1","2021"
"HERRERA DJ","1","1","0.333","2","1","2022"
"HERRERA L","1","1","0.143","35","1","2018"
"HERRICK BM","1","1","0.333","6","1","2022"
"HERRMANN V","1","1","0.167","3","1","2019"
"HESTER A","1","1","0.083","44","1","2013"
"HESTER M","1","1","0.200","1","1","2020"
"HETHERINGTON DA","1","1","0.111","16","1","2016"
"HEURICH M","1","1","0.143","11","1","2018"
"HICKE JA","1","1","0.167","12","1","2019"
"HIDALGO-HERMOSO E","1","1","0.250","2","1","2021"
"HIEB EE","1","1","0.333","1","1","2022"
"HIGA M","1","1","0.100","25","1","2015"
"HILL EB","1","1","0.333","1","1","2022"
"HILL RA","1","1","0.250","9","1","2021"
"HINDE J","1","1","0.143","3","1","2018"
"HOCKING DJ","1","1","0.250","4","1","2021"
"HODGMAN TP","1","1","0.200","4","1","2020"
"HODUM P","1","1","0.200","1","1","2020"
"HOFER H","1","1","0.077","68","1","2012"
"HOLEKAMP KE","1","1","0.167","28","1","2019"
"HOLLERBACH L","1","1","0.143","11","1","2018"
"HOLLEY KS","1","1","0.200","4","1","2020"
"HOLLORAN AG","1","1","0.143","4","1","2018"
"HOLLORAN MJ","1","1","0.143","4","1","2018"
"HOLMES C","1","1","0.125","16","1","2017"
"HOLMES V","1","1","0.333","1","1","2022"
"HOMYACK J","1","1","0.167","11","1","2019"
"HONEYCUTT RK","1","1","0.125","21","1","2017"
"HOSTETTER NJ","1","1","0.100","10","1","2015"
"HOUGHTON LM","1","1","0.143","4","1","2018"
"HOWE FP","1","1","0.045","108","1","2003"
"HOWE KB","1","1","0.143","35","1","2018"
"HOWELL PE","1","1","0.333","5","1","2022"
"HOY SR","1","1","0.200","21","1","2020"
"HUA CL","1","1","0.333","6","1","2022"
"HUA Y","1","1","0.200","8","1","2020"
"HUANG G","1","1","0.200","10","1","2020"
"HUBBARD T","1","1","0.333","3","1","2022"
"HUBBELL SP","1","1","0.125","19","1","2017"
"HUCKE-GAETE R","1","1","0.143","17","1","2018"
"HUGHES B","1","1","0.333","3","1","2022"
"HUNT JW","1","1","0.077","24","1","2012"
"HUNTE W","1","1","0.063","11","1","2009"
"HUNTER LTB","1","1","0.091","22","1","2014"
"HUNTSMAN BM","1","2","0.143","10","2","2018"
"HURLBERT AH","1","1","0.200","9","1","2020"
"HURSH SH","1","1","0.250","44","1","2021"
"HURTADO J","1","1","0.083","122","1","2013"
"HURTADO-ASTAIZA J","1","1","0.333","1","1","2022"
"HUSBAND TP","1","1","0.059","270","1","2008"
"HUSSAIN HS","1","1","0.200","8","1","2020"
"HUTTO RL","1","1","0.071","80","1","2011"
"HUTTON JM","1","1","0.200","9","1","2020"
"HUYVAERT KP","1","1","0.143","20","1","2018"
"HÄNFLING B","1","1","0.167","32","1","2019"
"IANNARILLI F","1","1","0.333","3","1","2022"
"IEZZI ME","1","1","0.333","1","1","2022"
"IGLECIA MN","1","1","0.077","15","1","2012"
"IKENO S","1","1","0.071","59","1","2011"
"IKIN K","1","1","0.111","21","1","2016"
"IMBEAU L","1","1","0.091","21","1","2014"
"INGWERSEN D","1","1","0.100","32","1","2015"
"IRIZARRY JI","1","1","0.111","12","1","2016"
"IRWIN LL","1","1","0.067","28","1","2010"
"ISAAK DJ","1","1","0.167","15","1","2019"
"ISDEN J","1","1","0.333","7","1","2022"
"ISOKE S","1","1","0.167","11","1","2019"
"JACHOWSKI CMB","1","1","0.167","6","1","2019"
"JACKSON DA","1","1","0.143","14","1","2018"
"JACKSON PJ","1","1","0.143","35","1","2018"
"JACOBI SK","1","1","0.100","17","1","2015"
"JACOBSEN RM","1","1","0.500","1","1","2023"
"JAMTSHO R","1","1","0.333","4","1","2022"
"JANSEN F","1","1","0.250","29","1","2021"
"JARCHOW CJ","1","1","0.100","73","1","2015"
"JATHANNA D","1","1","0.200","5","1","2020"
"JAY SC","1","1","0.143","4","1","2018"
"JEFFERY BM","1","1","0.077","8","1","2012"
"JEFFRESS MR","1","1","0.143","10","1","2018"
"JEHLE R","1","1","0.333","4","1","2022"
"JELKS HL","1","1","0.143","3","1","2018"
"JENKINS CL","1","1","0.125","16","1","2017"
"JEPSEN JU","1","1","0.100","5","1","2015"
"JESSOP TS","1","1","0.083","29","1","2013"
"JHA A","1","1","0.333","6","1","2022"
"JI YQ","1","1","0.333","6","1","2022"
"JIANG GS","1","1","0.200","8","1","2020"
"JIANG XL","1","1","0.143","18","1","2018"
"JIMENEZ J","1","1","0.167","22","1","2019"
"JIMENEZ JE","1","1","0.250","1","1","2021"
"JIMÉNEZ-FRANCO M","1","1","0.250","9","1","2021"
"JNAWALI SR","1","2","0.200","6","2","2020"
"JOACHIM J","1","1","0.071","2","1","2011"
"JOHNSON AEM","1","1","0.167","3","1","2019"
"JOHNSON BA","1","1","0.111","7","1","2016"
"JOHNSON PJ","1","1","0.111","16","1","2016"
"JONES C","1","1","0.333","1","1","2022"
"JONES CJ","1","1","0.091","27","1","2014"
"JONES GM","1","1","0.200","4","1","2020"
"JONES HH","1","1","0.250","14","1","2021"
"JONES TR","1","1","0.125","21","1","2017"
"JONES-FARRAND DT","1","1","0.200","4","1","2020"
"JORDAN CA","1","1","0.200","13","1","2020"
"JORDAN MJ","1","1","0.250","23","1","2021"
"JORGE MH","1","1","0.333","4","1","2022"
"JORGENSEN CF","1","1","0.091","12","1","2014"
"JOSHI BD","1","1","0.333","3","1","2022"
"JOSHI V","1","1","0.200","5","1","2020"
"JUBILI J","1","2","0.250","6","2","2021"
"JÁCOMO ATA","1","1","0.077","68","1","2012"
"KABIR M","1","1","0.091","70","1","2014"
"KADARIYA R","1","1","0.333","6","1","2022"
"KAFLEY H","1","1","0.167","20","1","2019"
"KALKMAN VJ","1","1","0.167","57","1","2019"
"KALKO EKV","1","1","0.077","5","1","2012"
"KALLE R","1","1","0.111","21","1","2016"
"KALYAHE M","1","1","0.125","46","1","2017"
"KANDEL RC","1","1","0.200","5","1","2020"
"KANE MD","1","1","0.125","85","1","2017"
"KARANTH KK","1","1","0.100","42","1","2015"
"KARENYI N","1","1","0.111","6","1","2016"
"KARKI MT","1","1","0.333","1","1","2022"
"KARL BJ","1","1","0.091","27","1","2014"
"KARPANTY S","1","1","0.125","16","1","2017"
"KARUBIAN J","1","1","0.200","7","1","2020"
"KASS JM","1","1","0.200","13","1","2020"
"KATAYAMA N","1","1","0.250","6","1","2021"
"KAUHALA K","1","1","0.125","18","1","2017"
"KAUTZ TM","1","1","0.250","5","1","2021"
"KAWALKAR D","1","1","0.250","1","1","2021"
"KAWAMURA K","1","1","0.111","3","1","2016"
"KAWANISHI K","1","1","0.050","309","1","2005"
"KAYS R","1","1","0.167","51","1","2019"
"KEANE JJ","1","1","0.200","11","1","2020"
"KEEPING D","1","1","0.333","7","1","2022"
"KEINATH DA","1","1","0.200","24","1","2020"
"KELKAR N","1","1","0.083","22","1","2013"
"KELLNER JR","1","1","0.125","19","1","2017"
"KELLNER K","1","1","0.250","4","1","2021"
"KELLY EG","1","1","0.077","13","1","2012"
"KENDALL BE","1","1","0.167","5","1","2019"
"KENDALL KC","1","1","0.077","10","1","2012"
"KENNARD MJ","1","1","0.083","19","1","2013"
"KENNEDY CM","1","1","0.125","8","1","2017"
"KENNEDY PL","1","1","0.125","5","1","2017"
"KERR J","1","1","0.200","309","1","2020"
"KESCH K","1","1","0.333","7","1","2022"
"KESLER DC","1","1","0.250","8","1","2021"
"KESSINGER BE","1","1","0.250","4","1","2021"
"KEYSER PD","1","1","0.111","22","1","2016"
"KHADKA M","1","1","0.167","20","1","2019"
"KHAN B","1","1","0.200","8","1","2020"
"KHANAL G","1","1","0.125","24","1","2017"
"KHANAL K","1","1","0.200","5","1","2020"
"KHANYARI M","1","1","0.250","4","1","2021"
"KHARA A","1","1","0.250","4","1","2021"
"KHOO MDY","1","1","0.250","3","1","2021"
"KHOT R","1","1","0.200","4","1","2020"
"KIDWAI Z","1","1","0.167","22","1","2019"
"KIEBOU-OPEPA C","1","1","0.333","2","1","2022"
"KIEFER S","1","1","0.333","3","1","2022"
"KILPATRICK AM","1","1","0.333","2","1","2022"
"KILSHAW K","1","1","0.111","16","1","2016"
"KIMMIG S","1","1","0.333","3","1","2022"
"KINDBERG J","1","1","0.250","13","1","2021"
"KINDVALL O","1","1","0.200","2","1","2020"
"KING D","1","1","0.167","21","1","2019"
"KING R","1","1","0.111","13","1","2016"
"KING TW","1","1","0.200","10","1","2020"
"KING WM","1","1","0.167","3","1","2019"
"KINGSFORD RT","1","1","0.143","12","1","2018"
"KINNISON MT","1","1","0.333","1","1","2022"
"KIRK TA","1","1","0.100","13","1","2015"
"KIRSCH JE","1","1","0.091","18","1","2014"
"KITCHENER AC","1","1","0.111","16","1","2016"
"KITTUR SA","1","1","0.077","18","1","2012"
"KLEEMAN PM","1","1","0.500","1","1","2023"
"KNAPE J","1","1","0.143","15","1","2018"
"KNIGHT RL","1","1","0.091","35","1","2014"
"KOCH JB","1","1","0.200","24","1","2020"
"KOCH JC","1","2","0.111","28","2","2016"
"KOEN EL","1","1","0.125","3","1","2017"
"KOENIG WD","1","1","0.071","98","1","2011"
"KOIKE F","1","1","0.200","13","1","2020"
"KOIZUMI I","1","1","0.100","25","1","2015"
"KOKOLE M","1","1","0.333","7","1","2022"
"KOLOWSKI JM","1","1","0.250","22","1","2021"
"KOLSTROM R","1","1","0.143","4","1","2018"
"KOPER N","1","1","0.125","3","1","2017"
"KOSHIDA C","1","1","0.250","6","1","2021"
"KOTOWSKA D","1","1","0.143","15","1","2018"
"KOTZE R","1","1","0.333","7","1","2022"
"KOVACH TJ","1","1","0.333","2","1","2022"
"KPELLE DG","1","1","0.071","37","1","2011"
"KRAMER DL","1","1","0.063","11","1","2009"
"KRAMER-SCHADT S","1","1","0.333","3","2","2022"
"KREITZMAN M","1","1","0.333","1","1","2022"
"KREPSCHI VG","1","1","0.143","28","1","2018"
"KROFEL M","1","1","0.333","7","1","2022"
"KROSS CS","1","1","0.125","3","1","2017"
"KRUGER LM","1","1","0.167","15","1","2019"
"KRUPINSKI D","1","1","0.143","15","1","2018"
"KUBOI K","1","1","0.071","59","1","2011"
"KUHNS AR","1","1","0.083","42","1","2013"
"KULAVMODE AR","1","1","0.167","4","1","2019"
"KUO RC","1","1","0.100","12","1","2015"
"KUPFERMAN CA","1","1","0.250","1","1","2021"
"KUTT A","1","1","0.100","32","1","2015"
"KWAK TJ","1","1","0.111","6","1","2016"
"KWON E","1","1","0.143","4","1","2018"
"LA HAYE MJJ","1","1","0.100","13","1","2015"
"LACHMAN GB","1","1","0.043","3108","1","2002"
"LADLE A","1","1","0.143","36","1","2018"
"LAFFERTY DJR","1","1","0.333","3","1","2022"
"LAHKAR D","1","1","0.250","10","1","2021"
"LAKER J","1","1","0.083","44","1","2013"
"LAMA ST","1","1","0.200","5","1","2020"
"LAMB JY","1","1","0.125","3","1","2017"
"LAMBIN X","1","2","0.083","18","2","2013"
"LAMICHHANE S","1","1","0.333","2","1","2022"
"LAMOTHE KA","1","2","0.167","6","2","2019"
"LANDERS RH","1","1","0.125","23","1","2017"
"LANGELAND K","1","1","0.083","15","1","2013"
"LANGMORE N","1","1","0.167","1","1","2019"
"LANGTIMM CA","1","1","0.043","3108","1","2002"
"LAPOINTE NWR","1","1","0.143","10","1","2018"
"LARKIN DJ","1","1","0.100","17","1","2015"
"LAROSE SH","1","1","0.333","3","1","2022"
"LARSON KL","1","1","0.250","23","1","2021"
"LASKE SM","1","1","0.111","28","1","2016"
"LASSOIE JP","1","1","0.091","23","1","2014"
"LAURET V","1","1","0.143","30","1","2018"
"LAWSON CK","1","1","0.200","3","1","2020"
"LEBERG PL","1","1","0.200","3","1","2020"
"LEBRUN JJ","1","1","0.143","1","1","2018"
"LEE BPYH","1","1","0.250","3","1","2021"
"LEE DE","1","1","0.100","37","1","2015"
"LEFLORE E","1","1","0.333","7","1","2022"
"LEGARE ML","1","1","0.091","6","1","2014"
"LEIGH DS","1","1","0.143","15","1","2018"
"LEIMGRUBER P","1","1","0.200","18","1","2020"
"LELE A","1","1","0.200","5","1","2020"
"LEPAGE C","1","1","0.200","3","1","2020"
"LEPARD CC","1","1","0.167","19","1","2019"
"LERCH MD","1","1","0.167","6","1","2019"
"LESLIE AJ","1","1","0.111","5","1","2016"
"LESTON LFV","1","1","0.125","3","1","2017"
"LEWIS C","1","1","0.333","6","1","2022"
"LEWIS JS","1","1","0.250","23","1","2021"
"LEWIS T","1","1","0.333","4","1","2022"
"LEWIS TL","1","1","0.100","10","1","2015"
"LI HL","1","1","0.250","13","1","2021"
"LI JL","1","1","0.167","32","1","2019"
"LI S","1","1","0.143","25","1","2018"
"LI YH","1","1","0.333","6","1","2022"
"LI ZL","1","1","0.167","25","1","2019"
"LIETZ R","1","2","0.250","6","2","2021"
"LIM BTM","1","1","0.250","3","1","2021"
"LIM HY","1","1","0.333","4","1","2022"
"LIMA C","1","1","0.333","4","1","2022"
"LIMA KA","1","1","0.200","4","1","2020"
"LIMA MGM","1","1","0.333","2","1","2022"
"LINDELL C","1","1","0.143","9","1","2018"
"LINDEMAN M","1","1","0.143","8","1","2018"
"LINK A","1","1","0.167","35","1","2019"
"LINNELL JDC","1","1","0.250","13","1","2021"
"LIRA-NORIEGA A","1","1","0.333","1","1","2022"
"LISKE-CLARK J","1","1","0.200","2","1","2020"
"LITUMA CM","1","1","0.111","13","1","2016"
"LIZCANO D","1","1","0.083","122","1","2013"
"LKHAGVAJAV P","1","1","0.250","5","1","2021"
"LKHAGVASUREN B","1","1","0.125","7","1","2017"
"LLANEZA L","1","1","0.111","14","1","2016"
"LLOYD JD","1","1","0.125","8","1","2017"
"LOAEZA DG","1","1","0.250","1","1","2021"
"LOAEZA SG","1","1","0.250","1","1","2021"
"LOEB SC","1","1","0.167","4","1","2019"
"LOGAN MK","1","1","0.111","6","1","2016"
"LOGGINS AA","1","1","0.167","15","1","2019"
"LOH TL","1","1","0.125","6","1","2017"
"LOMAN ZG","1","1","0.143","9","1","2018"
"LONGORIA MP","1","1","0.056","9","1","2007"
"LOO AHB","1","1","0.250","3","1","2021"
"LOPRETE L","1","1","0.333","2","1","2022"
"LORRAIN-SOLIGON L","1","1","0.333","2","1","2022"
"LOUPPE V","1","1","0.250","7","1","2021"
"LOUVRIER JLP","1","1","0.333","3","1","2022"
"LOUW CJ","1","1","0.167","22","1","2019"
"LOVALLO MJ","1","1","0.125","3","1","2017"
"LOVERIDGE R","1","1","0.167","1","1","2019"
"LOWE WH","1","1","0.063","39","1","2009"
"LOY RHY","1","1","0.250","3","1","2021"
"LOYN RH","1","1","0.100","32","1","2015"
"LUA HK","1","1","0.250","3","1","2021"
"LUCE CH","1","1","0.167","15","1","2019"
"LUCHERINI M","1","1","0.067","140","1","2010"
"LUISELLI L","1","1","0.053","44","1","2006"
"LUNDGREN EJ","1","1","0.333","2","1","2022"
"LUNDSTRÖM A","1","1","0.200","2","1","2020"
"LUNGHI E","1","1","0.143","62","1","2018"
"LUSK JJ","1","1","0.091","12","1","2014"
"LUSKIN MS","1","1","0.333","3","1","2022"
"LUTE AC","1","1","0.167","15","1","2019"
"LUTHER D","1","1","0.167","3","1","2019"
"LUTHER DA","1","1","0.200","15","1","2020"
"LUUKKONEN DR","1","1","0.200","2","1","2020"
"LUZA AL","1","1","0.143","9","1","2018"
"LYNCH HJ","1","1","0.091","85","1","2014"
"LYONS JE","1","1","0.077","13","1","2012"
"LYVER PO","1","1","0.091","27","1","2014"
"LÓPEZ NIG","1","1","0.250","1","1","2021"
"LÓPEZ-BAO JV","1","1","0.111","14","1","2016"
"LÓPEZ-IBORRA GM","1","1","0.167","1","1","2019"
"MA KP","1","1","0.083","108","1","2013"
"MAC NALLY R","1","1","0.100","32","1","2015"
"MACCAFFERY M","1","1","0.333","5","1","2022"
"MACCHI L","1","1","0.200","20","1","2020"
"MACCLUSKIE MC","1","1","0.083","50","1","2013"
"MACDONALD MA","1","1","0.100","32","1","2015"
"MACFARLANE WW","1","1","0.100","32","1","2015"
"MACKENZIE D","1","1","0.091","20","1","2014"
"MACLEAN SA","1","1","0.143","14","1","2018"
